id, color
212258, gray
212293, fuchsia
212331, lavender
301095, navy
302059, lime
302063, lime
303023, purple
303124, lime
303133, fuchsia
303153, yellow
304051, maroon
9511214, fuchsia
9911201, navy
9711036, fuchsia
9805206, navy
9305069, blue
9502012, green
9703167, blue
9710021, gray
9905080, fuchsia
9708031, fuchsia
9607043, pink
9811149, lime
9908110, teal
9911199, pink
9909127, navy
9312182, green
9608174, green
9705127, fuchsia
9706039, green
9710153, fuchsia
9707002, purple
9804120, fuchsia
9810147, aqua
9405136, aqua
9702190, fuchsia
9710155, green
9406048, aqua
9707122, blue
9601091, fuchsia
9801142, aqua
9210017, blue
9509158, blue
9807117, aqua
9208074, aqua
9805125, green
9805070, pink
9707012, gray
9501057, green
9812227, pink
9810132, lime
9602061, maroon
9607159, teal
9805154, teal
9810053, pink
9812016, navy
9605108, purple
9803252, purple
9804175, maroon
9805064, teal
9410141, blue
9512073, blue
9204089, aqua
9712103, purple
9605149, green
9306023, aqua
9905011, aqua
9806037, fuchsia
9707241, fuchsia
9307171, fuchsia
9211011, blue
9707091, green
9503082, aqua
9812109, yellow
9806034, blue
9402008, blue
9405005, blue
9807026, gray
9403041, fuchsia
9805182, gray
2111, green
9902156, pink
9710004, teal
9801202, lime
9303013, blue
9607167, green
9705090, orange
9903212, maroon
9906126, gray
9811051, gray
9901078, teal
9702182, fuchsia
9508131, aqua
9704172, purple
9405026, fuchsia
9402156, green
9710001, purple
9508045, fuchsia
9709019, fuchsia
9912076, pink
9803146, navy
9502009, green
9301111, aqua
9802173, lime
9911138, purple
9906166, lime
2061, green
2065, gray
9502011, green
9402045, blue
9501024, lime
9505049, fuchsia
9505123, purple
9811258, gray
9710064, lime
9901115, lime
9711077, yellow
9603169, pink
9612200, teal
9203039, aqua
9812082, green
9710207, blue
106050, aqua
9208066, aqua
9510109, fuchsia
3019, teal
9903005, aqua
9908006, teal
9605086, blue
9911088, purple
9910089, teal
9303093, aqua
9901028, orange
3148, fuchsia
9910077, aqua
9612021, purple
9911007, navy
9612251, navy
3273, lime
9507118, green
9909086, purple
9607226, fuchsia
4002, purple
9912124, maroon
4037, teal
9508079, purple
9501134, fuchsia
9706095, fuchsia
4090, aqua
5163, fuchsia
4159, navy
9510157, aqua
5088, maroon
5095, maroon
5120, green
9207084, aqua
9912146, gray
5253, gray
5259, fuchsia
9209041, blue
5265, purple
6003, blue
6046, pink
10061, pink
9710068, yellow
7022, teal
9908155, blue
9604165, green
9904070, purple
9510155, purple
8165, purple
9903258, aqua
9185, purple
9187, navy
9215, green
10042, maroon
9812155, teal
10087, navy
10112, purple
10170, gray
10189, pink
10270, purple
10285, blue
11040, blue
11122, teal
11264, teal
11290, fuchsia
11292, maroon
12053, blue
12060, green
101071, pink
12071, gray
12073, green
12217, orange
12259, gray
101152, green
104190, maroon
102158, yellow
103022, lime
103058, navy
103071, maroon
103114, gray
103128, navy
103231, blue
104046, yellow
104064, teal
104076, yellow
104213, maroon
106175, yellow
105154, orange
105187, navy
105216, teal
106041, lime
106092, gray
106181, purple
106189, yellow
205061, brown
107016, maroon
107038, lime
107061, fuchsia
107063, green
107111, green
107145, yellow
107200, purple
107226, teal
205119, blue
204027, pink
108202, brown
108244, purple
202172, maroon
110134, maroon
110225, maroon
110267, lime
111155, green
201187, navy
202188, gray
111274, aqua
112053, gray
112056, pink
112200, purple
112228, fuchsia
201019, green
201149, pink
204172, brown
206208, teal
202002, purple
202197, blue
203023, orange
203085, purple
9702189, teal
204249, purple
205092, gray
206202, fuchsia
205270, gray
206132, green
206138, orange
206243, brown
207114, brown
207128, pink
207190, pink
208022, gray
208153, navy
209009, brown
209210, aqua
210007, orange
210017, navy
210053, blue
210075, aqua
210146, fuchsia
210241, maroon
211122, navy
9501005, fuchsia
212009, teal
212066, blue
212096, maroon
212303, purple
301180, gray
301229, pink
301246, yellow
302017, gray
302049, yellow
302158, blue
302171, fuchsia
302203, green
304040, navy
304127, teal
304197, white
304255, lavender
9804055, navy
9910106, navy
9912010, yellow
9805056, aqua
9508071, lime
9511230, green
9701129, teal
9409119, fuchsia
9709214, fuchsia
9805087, fuchsia
9808122, gray
9609128, blue
9905078, purple
9708120, aqua
9409139, blue
9806004, pink
9205034, aqua
9305043, blue
9705029, purple
9610101, blue
9511115, gray
9409060, fuchsia
9607007, green
9711128, green
9202021, aqua
9204044, aqua
9712164, teal
9712035, navy
9807111, lime
9903164, yellow
9910245, fuchsia
9309030, aqua
9502013, fuchsia
9908014, fuchsia
9201080, aqua
9607129, blue
9705148, pink
9811087, gray
9903244, gray
10069, purple
9809055, teal
9310032, aqua
9907098, blue
9712135, pink
9301037, aqua
9705118, yellow
9801058, purple
9906222, orange
9806040, teal
9906162, pink
9903010, orange
9805083, aqua
9808191, lime
9401159, aqua
9305125, fuchsia
9209113, green
9412020, green
9712238, lime
9306028, aqua
9412162, purple
9911085, gray
9704056, green
9803007, purple
9608023, lime
9910124, gray
1125, green
1127, navy
9402038, aqua
9911153, purple
9902183, lime
9501142, aqua
9706197, pink
9512216, aqua
9502021, fuchsia
9411179, blue
9502029, fuchsia
9708078, maroon
1188, gray
9709224, fuchsia
9403192, green
9912058, gray
9911193, maroon
9610106, lime
9808087, green
9908010, blue
9907003, fuchsia
9903234, pink
9608137, lime
2002, brown
9806191, maroon
9806109, lime
2020, lime
9403038, green
2027, purple
9710030, maroon
9907030, maroon
9310200, blue
9905206, green
9612019, lime
9511037, pink
9404188, green
9502007, fuchsia
9809160, fuchsia
9606061, green
9207032, aqua
9403133, blue
2104, navy
9812166, fuchsia
9806226, aqua
9811098, navy
9705069, pink
9803006, gray
9408098, fuchsia
9604118, purple
9201001, aqua
2183, pink
9908001, purple
9201005, aqua
9810198, blue
9607219, lime
2236, lime
9901087, gray
9612218, lime
9810199, purple
9802015, blue
9904018, navy
3162, purple
7065, aqua
8008, lime
9132, pink
9911117, purple
5206, gray
5001, yellow
4136, teal
3161, maroon
9303030, blue
9802139, gray
9403069, aqua
9702134, blue
9912162, navy
9711006, green
9908120, fuchsia
5268, aqua
6006, gray
9911251, navy
9905126, yellow
9712171, pink
9512060, navy
9809135, green
7069, green
7071, gray
7169, lime
8086, pink
8154, aqua
9074, purple
9138, purple
9198, teal
10046, lavender
10151, fuchsia
10195, navy
9708160, purple
11109, purple
11187, gray
12030, navy
12199, maroon
12258, purple
9808187, teal
101060, pink
101125, gray
102021, fuchsia
102064, maroon
103041, pink
103094, aqua
103133, navy
103165, teal
103181, orange
103208, green
204190, teal
103243, purple
104176, green
104198, lime
106203, aqua
104244, purple
104247, fuchsia
105007, orange
105012, green
105121, gray
106031, navy
107162, fuchsia
107184, brown
204240, blue
108114, purple
108207, gray
109200, maroon
109214, pink
110240, navy
110263, lime
111066, blue
111130, blue
111225, lime
111258, fuchsia
111278, fuchsia
112100, purple
112112, pink
112151, maroon
112189, lavender
201041, pink
201206, brown
201222, blue
201267, purple
202189, gray
203138, navy
203269, pink
204009, teal
205026, fuchsia
205079, lime
205107, navy
205165, green
205214, green
206011, gray
207067, pink
206091, pink
207142, pink
207161, pink
207177, pink
208032, brown
208068, maroon
208092, lime
208207, teal
209025, gray
209138, blue
209139, gray
209163, orange
209193, green
209226, pink
210012, navy
210080, pink
211036, fuchsia
211111, pink
211171, yellow
211206, blue
211290, purple
212008, blue
212056, lime
212175, navy
212184, fuchsia
212295, maroon
301098, yellow
301119, yellow
302140, orange
302223, pink
303075, pink
303237, fuchsia
303249, maroon
304036, navy
304049, blue
304217, aqua
9506133, green
9906078, navy
9602154, navy
9901137, pink
9908041, aqua
9910216, orange
9809015, lime
9908196, navy
9506002, green
9904064, gray
9912182, blue
9812094, fuchsia
9609035, aqua
9704190, gray
9309034, blue
9801022, green
9708074, gray
9907170, blue
9712189, blue
9211054, blue
9604171, aqua
9601092, aqua
9902087, blue
9903037, yellow
9806081, purple
9312187, green
9411047, green
9704016, aqua
9504097, blue
9710147, aqua
9910023, green
9910116, purple
9905056, pink
9801141, aqua
9507045, blue
9703145, navy
9605054, aqua
9406008, fuchsia
9902007, green
9903036, blue
9903058, teal
9903080, lime
9904190, yellow
9904217, aqua
1057, yellow
9612117, lime
9711160, lime
9904086, pink
9612174, blue
9602067, lime
9310041, blue
9405143, blue
9911154, lime
9901162, gray
9611195, pink
9905209, navy
9908035, lime
9707157, brown
9204090, aqua
9311007, green
9803026, gray
9511071, blue
9908020, teal
9703191, fuchsia
9901152, teal
9707025, lime
5165, pink
9812210, maroon
9910266, fuchsia
9609102, blue
9710010, maroon
9901089, blue
9502125, blue
9404191, lime
9412154, green
9711032, purple
9705219, fuchsia
9904124, green
9911183, teal
9912222, lime
9609021, fuchsia
9712061, lime
9710057, orange
9707236, green
5245, fuchsia
9803056, green
9903057, aqua
9403045, green
9503083, fuchsia
9504018, fuchsia
9807189, gray
9503033, purple
9806001, yellow
9805152, blue
9212075, aqua
2155, lime
2165, lime
9503105, green
9705063, purple
9704052, green
2233, blue
2256, maroon
9503232, fuchsia
9807188, pink
9711115, purple
9904181, pink
9906211, navy
9403018, green
9184, blue
9910161, teal
4095, maroon
3139, blue
6059, purple
3120, fuchsia
9908153, teal
9308027, aqua
9808156, blue
9912184, yellow
9909119, lime
4092, green
4123, brown
4151, pink
9310043, aqua
9702002, blue
9712022, teal
9803228, maroon
9906102, maroon
5105, gray
5125, gray
9212070, blue
9306033, blue
5148, pink
5160, yellow
5166, teal
9504158, aqua
5211, pink
5213, teal
9305005, blue
6018, purple
6058, teal
6049, maroon
11137, green
6107, lime
6121, fuchsia
7009, gray
7015, gray
7020, purple
7073, purple
7124, fuchsia
9909122, brown
7247, lime
8006, blue
8058, navy
9902150, maroon
9905061, blue
9023, lime
9067, fuchsia
9807049, pink
9206, green
9250, purple
9912258, gray
11037, navy
11038, maroon
103197, gray
11118, fuchsia
11120, fuchsia
11149, green
12061, maroon
12110, green
12211, purple
101031, teal
9809053, lime
101187, blue
9503222, lime
103042, green
103055, lime
103198, aqua
105212, fuchsia
104132, maroon
104229, purple
104246, pink
105156, maroon
108006, aqua
105177, lime
105296, fuchsia
106028, blue
110057, blue
211074, lavender
106266, lavender
107215, pink
108157, purple
109030, fuchsia
109075, purple
109091, lime
109175, lime
109186, aqua
109216, brown
110054, gray
110103, navy
110121, lime
110226, green
110291, green
111062, maroon
111163, pink
112115, lime
112032, lime
112078, maroon
112122, green
112125, lime
201091, maroon
201183, lime
201191, aqua
203032, yellow
203040, fuchsia
203259, aqua
204093, gray
204110, lime
205073, fuchsia
205082, lime
205161, navy
205245, navy
205300, fuchsia
206058, yellow
206098, maroon
206216, lime
207044, teal
207083, lime
207097, purple
207163, navy
208030, pink
208044, teal
208065, fuchsia
208095, gray
208100, yellow
209197, lime
210005, pink
211056, yellow
211097, teal
211127, lime
211156, pink
211172, maroon
211197, orange
211262, gray
211292, lavender
212065, gray
212165, brown
212308, gray
212316, green
301040, teal
301179, lime
302054, aqua
302109, navy
303074, teal
303107, blue
303120, maroon
303157, navy
303235, lavender
304044, teal
304090, fuchsia
304171, fuchsia
304183, maroon
304208, navy
9602153, pink
9707089, maroon
9710160, lime
9806179, fuchsia
9810060, yellow
9910062, purple
9506024, purple
9606008, aqua
9803156, blue
9907080, purple
9910252, green
9912242, lime
9306145, aqua
9212060, aqua
9602144, navy
9901073, purple
9905223, blue
9909043, purple
1018, fuchsia
9611111, fuchsia
9810062, green
9906228, fuchsia
9501049, blue
9301067, blue
9908115, blue
9812074, navy
9912015, lime
9308005, blue
9205018, aqua
9806096, fuchsia
9706142, lime
9710247, yellow
9709004, gray
9802189, fuchsia
9811064, purple
9909068, maroon
9304053, blue
9410093, blue
9903129, gray
9607052, green
9904147, navy
9305066, blue
9704096, maroon
9801108, green
9806122, pink
9807019, purple
9904024, green
9607021, fuchsia
9610046, teal
9703124, aqua
9711145, purple
9710250, purple
9703189, fuchsia
9311156, blue
9505098, gray
9708083, teal
9712155, teal
9803198, blue
9912255, fuchsia
9309143, blue
9408066, green
9404013, aqua
9208024, aqua
9602032, purple
9506182, lime
9509102, pink
9905087, navy
9903025, teal
1107, fuchsia
9808002, navy
9602180, blue
9904148, blue
9204018, aqua
9203030, aqua
9612153, maroon
9312168, green
9405034, blue
9601123, blue
9511188, blue
9911229, fuchsia
9903249, green
9707171, blue
9705025, purple
1137, gray
9908054, maroon
9304005, aqua
9302008, aqua
9807085, maroon
9411053, fuchsia
9707016, aqua
9212038, aqua
9410228, fuchsia
9508136, green
9907139, green
9905205, purple
9501101, green
9810089, blue
9901119, purple
9910022, fuchsia
9605047, teal
1211, green
9510210, lime
9607233, blue
9402096, blue
9601171, gray
9808049, pink
9802009, pink
9807195, maroon
9801158, maroon
9705088, purple
2035, lime
2042, pink
9805110, gray
9807146, gray
9408004, blue
9905161, fuchsia
9704076, lime
9804206, purple
9311062, fuchsia
9205103, aqua
9908204, purple
2099, aqua
9909035, orange
9306083, lime
9811214, maroon
9210120, aqua
2188, gray
9504127, blue
9306132, aqua
9212090, aqua
9903170, maroon
9804113, teal
9411195, fuchsia
9908121, orange
9906098, aqua
9906154, maroon
9122, green
9904094, maroon
6093, purple
9706105, green
3115, yellow
9904042, navy
9710037, purple
9705137, pink
3240, teal
3262, yellow
3265, yellow
9903002, aqua
4052, yellow
9604105, fuchsia
4076, pink
9907180, green
4131, maroon
9607187, green
9708073, brown
5101, green
9507063, fuchsia
5283, gray
9812085, teal
8028, lime
6054, yellow
9811036, maroon
10187, aqua
6151, lime
9902072, teal
7021, pink
7063, maroon
7130, maroon
7141, maroon
8051, gray
8052, green
8105, blue
9812132, green
9153, purple
9305181, aqua
10005, yellow
10025, blue
10206, green
9702179, teal
9512183, lime
11139, fuchsia
11205, teal
11220, pink
11289, blue
12105, yellow
12111, gray
101064, lavender
101069, green
101123, fuchsia
101195, gray
101220, gray
102200, blue
103004, green
9804057, pink
103199, navy
103205, maroon
104118, lime
104122, fuchsia
104125, green
104156, aqua
104239, pink
105016, gray
9508132, lime
105051, navy
105063, fuchsia
105123, lime
105134, maroon
105263, maroon
105265, orange
105277, blue
106072, gray
106022, yellow
111201, gray
108045, gray
106188, navy
106253, gray
106282, lime
204198, fuchsia
107096, purple
107238, orange
9506089, lime
108002, yellow
203206, lime
9901059, orange
109059, maroon
109094, fuchsia
110213, maroon
204037, fuchsia
110147, fuchsia
9910017, brown
111089, pink
111277, fuchsia
112012, purple
112058, lime
112099, pink
112153, orange
112162, green
112264, lime
201148, fuchsia
201151, fuchsia
201196, gray
201228, lime
201241, pink
202005, purple
202044, orange
202075, fuchsia
208216, aqua
202201, purple
203061, green
203066, fuchsia
203110, maroon
203142, gray
203149, teal
203153, maroon
203236, navy
203277, aqua
204129, purple
204182, fuchsia
204257, teal
205077, yellow
205153, pink
205195, lime
206075, maroon
207125, maroon
208179, blue
208219, orange
209136, fuchsia
209242, blue
209244, gray
210011, maroon
210014, purple
210131, orange
210178, green
210193, navy
212118, teal
210294, teal
211141, navy
211142, purple
211199, maroon
212051, blue
212317, yellow
301059, yellow
301120, pink
301133, lime
301165, yellow
301189, maroon
301227, maroon
301253, orange
302179, navy
303050, navy
303109, navy
303182, fuchsia
304005, teal
304062, pink
304150, maroon
304154, purple
9501090, lime
9604174, fuchsia
9711148, purple
9803215, pink
9810083, gray
9904165, teal
9907036, lavender
9908051, green
9303032, blue
9508044, lime
9706144, fuchsia
9712023, maroon
9810157, green
9901109, aqua
9905139, pink
9908046, fuchsia
9603104, gray
9708063, gray
9403050, green
9206053, aqua
9403026, green
1013, fuchsia
9911234, navy
9803030, fuchsia
1016, pink
9811053, blue
9812059, fuchsia
9505027, blue
9607058, lime
9310026, green
9710049, teal
9707162, blue
9906167, blue
1036, gray
9701018, aqua
9901021, purple
9402015, aqua
9812175, green
9705239, teal
9607145, aqua
9208001, green
9902034, lime
9902066, fuchsia
9903043, lime
9903227, maroon
9711017, aqua
9604193, purple
9410056, fuchsia
9701091, fuchsia
9305130, aqua
9710219, pink
9611162, maroon
9702010, purple
9812232, blue
9612134, navy
9909116, aqua
9709159, pink
9309050, blue
9511066, blue
9501004, aqua
9704086, maroon
9803050, yellow
9805180, lime
9912120, aqua
9212136, green
9504022, purple
9905121, gray
9303005, aqua
9211109, aqua
9509007, blue
9703190, green
9307036, aqua
9406069, blue
9611161, maroon
9208046, blue
9401017, aqua
9802012, aqua
1109, blue
9606004, blue
9709032, lime
9912293, green
9311093, green
9608084, pink
9912191, navy
9802029, fuchsia
9506193, blue
9802179, teal
9610226, purple
9711113, fuchsia
9412062, blue
1135, navy
9909183, pink
9601067, aqua
9501077, aqua
9503093, aqua
9603095, green
9903149, fuchsia
9206046, aqua
9803066, purple
1166, maroon
9705229, aqua
9510036, fuchsia
9601135, blue
1180, blue
9909028, pink
9906056, purple
9908092, maroon
9908016, white
9703077, green
9912183, lime
9702059, aqua
9209005, aqua
9708109, purple
9912284, pink
9802187, lime
9710192, green
9901158, green
9301102, aqua
9512179, fuchsia
9302046, blue
9703012, blue
9904005, lime
9806204, navy
107020, lime
9310042, aqua
9404171, blue
2056, aqua
2057, blue
9506031, lime
9701115, purple
9709025, navy
9311180, green
9612030, lime
2101, pink
9606016, navy
2106, fuchsia
9407151, blue
9304027, fuchsia
9601072, blue
9806186, lime
9403119, green
9611120, maroon
9708060, lime
9705095, maroon
106067, blue
9505122, green
9811256, maroon
9604025, lime
2250, navy
3017, gray
9208006, aqua
9506170, aqua
9806153, green
9906032, fuchsia
3053, gray
3059, gray
3068, yellow
3078, maroon
5248, pink
9811083, gray
5199, blue
9802061, lime
3152, navy
3166, aqua
9601169, blue
9407194, fuchsia
3249, fuchsia
9703174, purple
9712015, lime
9408086, green
9510168, gray
9609004, gray
9908137, gray
4071, aqua
9412159, lime
9910184, gray
9711150, lime
4100, maroon
9803133, aqua
9509173, fuchsia
9403188, blue
4171, blue
9702018, lime
9912098, fuchsia
9701010, purple
9606146, maroon
5130, fuchsia
6070, green
9803065, gray
9801118, blue
5277, purple
9901124, fuchsia
9804034, maroon
7156, purple
7160, lime
7197, maroon
9806213, navy
7213, blue
7220, purple
9607056, aqua
9610243, blue
8046, teal
8065, purple
8103, navy
9806071, purple
8126, aqua
8169, navy
9907093, fuchsia
9910198, pink
9118, maroon
9808086, purple
9194, purple
9306035, green
9501015, green
10001, gray
11254, pink
9903208, green
10226, aqua
10241, navy
9612241, fuchsia
9707186, pink
11207, yellow
11223, yellow
12100, lime
9707071, pink
12201, gray
105300, aqua
9910185, pink
101110, purple
101196, purple
102010, blue
102026, lime
103093, blue
103110, lime
103156, green
9903105, lime
104011, maroon
106051, purple
104138, gray
104163, navy
104208, blue
105192, purple
105217, navy
9704193, pink
106047, pink
106062, green
107186, lime
106280, gray
107121, navy
107173, gray
107213, lavender
107227, navy
107244, maroon
108017, yellow
108050, pink
108102, purple
108122, yellow
108230, maroon
109082, lime
109100, maroon
210227, navy
9806154, purple
110288, purple
111017, yellow
111142, purple
202173, blue
9905068, teal
112048, yellow
112055, blue
112092, lime
112131, teal
112192, yellow
112206, lime
112233, pink
9907011, pink
201007, purple
201040, lime
201047, pink
201154, gray
201179, fuchsia
202039, gray
204117, navy
202175, lavender
202180, orange
203039, green
203046, orange
203084, orange
203125, purple
203144, purple
205210, pink
204032, fuchsia
204245, lime
205002, purple
9909186, orange
205097, navy
205132, navy
205233, gray
205275, lime
206051, brown
206052, teal
206116, navy
206145, pink
206151, maroon
206192, lime
207072, green
207101, purple
207138, blue
207199, fuchsia
207201, lime
207246, gray
208162, fuchsia
9905029, gray
9905073, pink
209200, green
209218, fuchsia
209239, purple
210091, aqua
210186, gray
210207, green
211030, gray
211091, pink
211196, lime
211207, gray
212089, navy
212209, gray
301106, lime
301122, orange
301137, blue
301235, yellow
302047, teal
302052, yellow
302180, teal
303170, brown
303183, aqua
303218, fuchsia
303233, fuchsia
303245, lime
304019, brown
9903194, purple
304237, purple
304261, blue
9510233, fuchsia
9701121, lime
9705071, navy
9802176, maroon
9803150, navy
9811249, aqua
9706005, pink
9909120, aqua
9501111, green
9505082, green
9904021, maroon
9509171, green
9510175, blue
9811162, gray
9612182, aqua
9709072, aqua
9701168, lime
9701144, maroon
9207011, aqua
9507109, blue
9803011, aqua
9807223, purple
9907192, lime
9608070, aqua
9606187, aqua
9704157, blue
9709035, blue
9912113, fuchsia
9604045, green
9701011, maroon
9805073, purple
9908090, fuchsia
9201014, aqua
9502025, aqua
9806082, purple
9201054, aqua
9601098, green
9802023, fuchsia
9901103, navy
9911180, lime
9708075, purple
9801128, aqua
9408019, blue
9205070, aqua
9711087, lime
9504120, green
9310025, blue
1051, teal
9703172, navy
9809172, teal
9903067, maroon
9904113, green
9905024, fuchsia
9610018, aqua
9612142, lime
9602012, green
9707105, fuchsia
9603012, green
9907014, blue
9705034, blue
9506137, lime
9811130, green
9911249, purple
9502132, green
9601069, aqua
9609022, lime
9801047, purple
9906179, blue
9812154, orange
9903232, green
9207034, blue
9503079, lime
9605174, navy
9711046, orange
9605065, green
9209125, aqua
9806162, gray
9604014, green
9411004, aqua
9907055, aqua
1106, orange
9810250, blue
9401096, green
9301018, blue
9202020, aqua
9803005, lime
9909109, pink
9811155, aqua
9911065, pink
9510213, fuchsia
9308018, fuchsia
9707129, green
9405011, green
9505039, blue
9210128, aqua
9308060, blue
9403190, fuchsia
9709171, navy
9508142, aqua
9802090, navy
9910033, purple
9804065, navy
9803139, lime
9806139, lime
9402004, green
9712068, lime
9502126, fuchsia
9506125, blue
9710191, purple
9811037, aqua
9205043, aqua
9309128, aqua
9311139, green
9604125, lime
9702082, lime
9705129, aqua
9902064, aqua
2039, purple
9502066, blue
9409183, blue
9504066, blue
9612203, blue
9503088, fuchsia
9406136, lime
9705016, blue
9708153, teal
9805044, blue
9512079, blue
9811050, purple
9403048, green
9805190, purple
9607040, lime
9902137, fuchsia
9812021, lime
9702046, aqua
9604007, lime
9508104, fuchsia
2166, purple
9611136, purple
9211071, aqua
9512175, green
9910179, teal
9805113, aqua
9711028, fuchsia
9501029, fuchsia
9610201, lime
9909180, gray
3009, pink
9912101, green
9907058, green
9912150, purple
9405176, blue
9809165, gray
9802037, lime
9909216, purple
9903121, green
3144, fuchsia
9309115, blue
9602074, green
9907060, fuchsia
9910118, yellow
3285, aqua
9503201, green
9803087, blue
9304056, green
9607168, fuchsia
9710179, green
4089, fuchsia
4112, pink
6242, fuchsia
4145, fuchsia
9906176, maroon
9609079, fuchsia
9703008, fuchsia
4204, yellow
5115, purple
5170, fuchsia
9607223, navy
9503020, fuchsia
5271, orange
6111, maroon
9807064, blue
6181, fuchsia
7046, green
7049, fuchsia
7154, blue
7166, pink
7241, pink
8064, green
8071, green
8107, pink
9806112, gray
9084, fuchsia
9133, gray
9193, lime
10076, blue
10086, aqua
10194, navy
11013, lime
11045, blue
11222, pink
11257, gray
12152, gray
12214, lime
9806086, teal
101080, orange
101106, purple
101174, pink
102108, lime
102116, gray
102120, purple
102132, navy
102176, purple
103003, purple
103029, green
103074, aqua
103145, gray
103157, teal
103248, purple
103262, fuchsia
104032, maroon
104042, purple
104093, blue
104113, fuchsia
104115, fuchsia
104178, navy
106019, aqua
105100, maroon
9805107, teal
105191, maroon
105260, lime
9508005, green
106114, yellow
106218, purple
107089, lime
107113, lime
107179, purple
108020, yellow
108068, aqua
110048, gray
202028, blue
108174, lime
108219, pink
109049, blue
109160, teal
109183, blue
109192, brown
109197, lime
110117, lime
110069, aqua
9909184, green
110096, aqua
110142, maroon
110193, gray
110247, aqua
110258, fuchsia
205246, aqua
111169, teal
111221, purple
112029, maroon
112065, teal
112084, maroon
112117, purple
112164, fuchsia
112219, orange
9301099, blue
201121, green
201229, blue
201256, blue
202037, pink
202133, purple
202195, blue
203050, pink
203116, blue
203137, lime
204055, orange
204058, maroon
204221, navy
205057, fuchsia
205108, fuchsia
205113, green
206100, aqua
208012, purple
206018, navy
206031, pink
206180, fuchsia
207149, gray
207255, maroon
208112, navy
208156, pink
209117, navy
209179, gray
209238, gray
209240, gray
209247, maroon
210137, maroon
210250, blue
210263, gray
210270, maroon
211014, lime
211139, pink
212039, lime
212070, purple
212117, yellow
212138, gray
212181, pink
212227, pink
212250, pink
212265, green
212279, green
301072, aqua
301174, gray
301184, navy
302106, aqua
302108, teal
302136, teal
303007, navy
303054, orange
303138, gray
303230, fuchsia
9612046, green
304004, pink
304160, lime
9606152, lime
9612239, gray
9705238, purple
9804150, purple
9806242, teal
9906084, gray
9910012, navy
9308042, aqua
9503208, lime
9406090, green
9611172, fuchsia
9801139, lime
9611079, lime
9702056, aqua
9612078, blue
9812110, green
9805093, blue
9507046, green
9610062, lime
9806244, blue
9905215, fuchsia
9604136, blue
9606109, green
9306009, aqua
9602085, green
9702027, blue
9611127, lime
9910056, lime
9912053, purple
9812252, maroon
9903161, green
9904112, lime
9808095, aqua
9304121, aqua
9612086, lime
9607190, maroon
9712187, lime
9707131, gray
9808081, teal
9808126, green
9811224, blue
9901106, fuchsia
9901139, purple
9901143, fuchsia
9803033, yellow
9907129, pink
9601116, fuchsia
9504143, blue
9710236, blue
9604177, pink
9912002, aqua
9611011, blue
9502030, blue
9611017, aqua
9303103, aqua
9707184, aqua
9701188, lime
9506066, fuchsia
9506023, fuchsia
9506178, lime
9607085, lime
9612039, green
9804050, lime
1098, purple
9606173, lime
9212153, aqua
9904114, aqua
9706059, blue
9603082, maroon
9711047, lime
9802043, purple
9907143, lavender
9707003, purple
9706140, blue
9410140, fuchsia
9701109, lime
9801064, gray
9506104, fuchsia
9904044, fuchsia
1145, green
9709202, teal
9510220, green
9905117, aqua
9605225, lime
9405187, aqua
9907115, navy
9405028, aqua
9702138, aqua
9512080, lime
9706017, fuchsia
9906219, aqua
9604084, fuchsia
9602096, green
9804104, aqua
9312043, fuchsia
9410152, blue
9805150, fuchsia
9908017, yellow
9708116, lime
9802186, gray
9708001, lime
9707260, purple
9703121, green
9203070, aqua
9703160, blue
9907201, gray
9609233, lime
9901044, purple
9207024, aqua
9608196, green
9212113, green
2093, lime
9402029, aqua
9708115, purple
9509149, fuchsia
9812022, fuchsia
9705041, fuchsia
9912236, gray
9812113, aqua
9606154, purple
2157, purple
9906112, fuchsia
9504082, aqua
9903117, navy
9502113, aqua
9510137, lime
9906077, yellow
9712125, gray
9707063, maroon
9712090, green
9305052, aqua
9507040, purple
9607236, lime
9912143, lime
9302124, blue
9901023, lime
9908033, lime
9512147, green
9804143, aqua
3072, purple
7254, green
9805081, purple
9908100, teal
9906144, aqua
3109, lime
3299, teal
8134, navy
9910175, navy
9310156, green
3168, navy
9703159, navy
9706199, pink
9802102, green
9803071, purple
9202012, aqua
9908182, gray
9509027, lime
4019, lime
9910048, maroon
9512189, lime
9912241, purple
4073, blue
9911174, purple
6090, purple
6102, navy
9501058, green
9910071, blue
4194, purple
5045, pink
9911097, lime
9603134, gray
5124, aqua
9407128, blue
9408077, blue
5219, purple
5273, fuchsia
9311181, blue
6179, lime
6067, gray
11227, brown
9610011, pink
9605223, maroon
9901164, purple
9504138, green
8044, purple
8061, purple
9907165, orange
9902163, gray
8214, pink
8232, blue
9806151, maroon
9146, teal
9168, fuchsia
9172, lime
9228, teal
9906163, navy
10177, aqua
10238, gray
9912044, teal
11066, purple
11112, orange
11179, purple
11185, lavender
11239, green
9710051, green
11255, fuchsia
11271, yellow
12172, aqua
12185, lime
12196, purple
12236, gray
101147, teal
101207, green
101233, aqua
102043, maroon
9505129, purple
102060, blue
103014, pink
103088, teal
106179, green
103240, teal
103242, gray
103257, fuchsia
9801194, yellow
9806170, brown
104091, pink
105264, fuchsia
104100, gray
104243, yellow
105047, lime
111090, aqua
110086, blue
105185, maroon
105215, fuchsia
105272, lime
106105, aqua
106243, fuchsia
106262, lime
107018, lime
107072, pink
107079, maroon
107159, green
